sentence,label
due unexpected situations cant control result affecting rescheduling online class rushed makeup classes conducted meet timeframe lesson though understandable hope avoid absent,0
activities,0
think still needs improve teaching provide activities examples topic,0
active,0
think bawasan lang nya po yung pag absent nya wala namang pong problema kasi magaling po sya,0
dont carry problem sometimes got anger class know class deserve theyre cooperate,0
nothing hope cope well mang nararamdaman nya physically since hes always hospital still makes natuturuan nya parin,0
little bit mercy needed,0
understand well,0
say already good professor,1
needs less strict punctuality,0
teach us,0
think needs improve approach sometimes scary seems like scared get late class reason understandable seem scared,0
need considerate student,0
approachable understanding students sometimes appear intimidating tone used class hint sarcasm,0
think must improve giving example basing module,0
needs approachable,0
approachable,0
example mas maintindihan,0
hope reduces strictness good teaching,0
instructor must know much effective way teaching students understand truly lessons trying teach feels like waste talent able deliver properly lessons,0
teaching,0
explain topic orderly,0
many spaces improvement hope understand students ability learn accounting fast especially took ict strand shs,0
one profs use college excuse justify b1tchyness say theyre preparing world get real world realize worth dealing people like bruh,0
think still needs improve exam sometimes considerate rule exam 1 violation means zero exam concern considerate fault lost internet someone called phone number device sometimes scary approach preach fault ones complain,0
po sir yung pagsasalita nya yung tipong sakto lang kasi ambilis nya po talagang magsalita huhuhu point wala akong maintindihan,0
make slow teaching,0
bumibilis magsalita naaayos naman nagsasabi yung kakacatch,0
sometimes hes considerate,1
good exact examples teenagers relate dont understimate students accountant dont idea subject,0
communication students,0
sir one nice teacher think okay teach like,1
needs patience waiting students answer questions,0
,
needs concise choice words understand class,0
give examples,0
discussion,0
needs give us good example,0
nothing think,
understand well,1
think needs improve teaching sometimes get confused teaches give examples,0
hard get touch even scheduled class hours specifically days without online meetings,0
improve communication students find students course,0
