label,sentence
0,give more application activity
1,no need to improve
1,"there's no need to improve on her, she is strategic instructor."
1,good instructor
0,"maybe, explain more the topic. then make it slower while discussing the specific lesson."
0,open to the student suggestions
0,"focusing on what they are teaching ,and teaching well so thats the student's understanding is clearly."
0,improve performance
0,teach step by step for students to catch up
0,create a welcoming environment.
1,"probably none, since, for me, he is already such a great professor anyway."
0,clearer discussion
0,have some activities
0,applying/ executing the specific lesson by having additional exercises throuhout the period of time scheduled for further assessment and understanding.
1,good instructor
0,just reading the whole content of the module.
0,create a welcoming environment.
0,additional considerations in time limit in quizzes.
0,discussion approach
1,"probably none, since, for me, she is already such a great professor anyway.
"
0,lessen projects
1,"none, i'm satisfied with the she teach us."
1,good instructor
0,much slower teaching
0,encourage cooperative learning.
0,take sometime of having fun along the discussion to ease boredom.
0,detail-oriented
1,"probably none, since, for me, he is already such a great professor anyway."
1,good instructor
0,encourage cooperative learning.
1,"probably none, since, for me, he is already such a great professor anyway."
0,specific schedule of time
0,attend all the scheduled class hour
0,availability for further discussion of lessons.
0,"nakakalimutan nya pong magbigay ng quizzes samen hahhaha. but, we understand naman po, he's a busy person."
1,good instructor
0,availability for further learning of the lessons.
0,the attitude towards the students
0,educators should ask for feedback from their students.
0,present better content
0,giving considerations
0,attend all the scheduled classes.
1,"probably none, since, for me, she is already such a great professor anyway.
"
0,"more examples, to understand the lesson much better"
0,explain everything and have some examples in order for the students to understand more the topic that is being discussed. have some activities so that the students can apply their learnings.
